"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Verify Customer List accessibility through:
1. Sidebar navigation
2. Quick Actions

Verify all mandatory columns are visible and
Customer ID is clickable.
","7218","test_customer_list_accessible_via_sidebar_and_quick_search","tests.regression","2026-07-06","passed","2026-07-06","","test_TC_38","",""
"
Verify clicking an order search suggestion navigates
to the correct order detail page.
","6804","test_verify_order_search_suggestion_navigation","tests.regression","2026-07-06","failed","2026-07-06","","test_TC_15","",""
"","9032","test_sort_by_date_and_amount","tests.regression","2026-07-06","passed","2026-07-06","","test_TC_36_order_sort_date_amount","",""
"","35770","test_close_active_tab_fallback","tests.regression","2026-07-06","broken","2026-07-06","","test_TC_32_close_active_tab_fallback","",""
"","11160","test_verify_order_notes_unique_per_order","tests.regression","2026-07-06","failed","2026-07-06","","test_TC_41","",""
"","8999","test_reset_with_no_active_filters","tests.regression","2026-07-06","passed","2026-07-06","","test_TC_35_reset_with_no_active_filters","",""
"","7196","test_navigate_to_order_list","tests.regression","2026-07-06","passed","2026-07-06","","test_TC_47_order_navigation","",""
"
Verify order number in the list is clickable and opens
the corresponding order detail page.
","6680","test_verify_order_number_hyperlink","tests.regression","2026-07-06","failed","2026-07-06","","test_TC_20","",""
"","12697","test_manage_customer_contacts","tests.regression","2026-07-06","failed","2026-07-06","","test_TC_06","",""
"","8435","test_create_draft_order_opens_new_active_tab","tests.regression","2026-07-06","passed","2026-07-06","TestCreateDraftOrderTabManagement","test_TC_30_create_draft_order_new_tab","",""
"
Test Case:
TUU-T793 - Saved Search Tab Applies Filters & Updates Table

Objective:
Verify that:
- Clicking a saved search tab applies filters
- Table data updates correctly
- Filter state is reflected in the UI

Expected:
- Filters applied instantly
- Table updates based on saved search criteria
","10863","test_saved_search_tab_applies_filters_updates_table","tests.regression","2026-07-06","failed","2026-07-06","","test_TC_26_saved_search_tab_applies_filters_updates_table","",""
"","9443","test_order_list_accessible_and_renders","tests.regression","2026-07-06","passed","2026-07-06","","test_TC_44_order_list_access","",""
"
Test Case:
TUU-T796 - Save Search – Unique Name / Blank Name / Special Characters

Objective:
Verify that:
1. User can save search with unique name
2. Blank search name validation appears
3. Special character validation works correctly

Expected:
1. New tab saved successfully
2. Validation shown for blank name
3. Validation shown or special chars sanitized
","36580","test_save_search_validations","tests.regression","2026-07-06","broken","2026-07-06","","test_TC_24_save_named_search","",""
"","4746","test_multiple_draft_order_tabs","tests.regression","2026-07-06","passed","2026-07-06","","test_TC_10_multiple_draft_order_tabs","",""
"","17495","test_pagination_next_previous_behavior","tests.regression","2026-07-06","failed","2026-07-06","","test_TC_37_pagination_navigation","",""
"","11097","test_order_detail_view","tests.regression","2026-07-06","failed","2026-07-06","","test_TC_50","",""
"
Verify searching an order by Order ID displays the
correct search result and opens the correct order.
","7034","test_verify_search_order_by_order_id","tests.regression","2026-07-06","failed","2026-07-06","","test_TC_14","",""
"
Verify Apply button state changes correctly based on note text.
","10381","test_note_save_button_validation","tests.regression","2026-07-06","failed","2026-07-06","","test_TC_42","",""
"","8827","test_multiple_column_filters_or_logic","tests.regression","2026-07-06","passed","2026-07-06","","test_TC_34_multiple_filters_or_logic","",""
"","21094","test_manage_customer_addresses","tests.regression","2026-07-06","failed","2026-07-06","","test_TC_07","",""
"
Verify user can search for a customer and open the
Customer Detail screen.
","15711","test_search_customer_and_open_customer_detail","tests.regression","2026-07-06","passed","2026-07-06","","test_TC_03","",""
"
Verify user is successfully logged out after clicking Sign out.
","9999","test_signout_successfully","tests.regression","2026-07-06","passed","2026-07-06","","test_TC_02","",""
"
Verify designated customer fields are read-only.
","8045","test_verify_read_only_fields_customer_detail","tests.regression","2026-07-06","passed","2026-07-06","","test_TC_04","",""
"
Verify route protection and authentication-based
redirection behavior.
","6866","test_auth_route_redirection","tests.regression","2026-07-06","passed","2026-07-06","","test_TC_27_auth_route_redirection","",""
"","8507","test_filter_clear_and_empty_state","tests.regression","2026-07-06","passed","2026-07-06","","test_TC_45_filter_clear_and_empty_state","",""
"
Test Case:
TUU-T796 - Save Search – Unique Name / Blank Name / Special Characters

Objective:
Verify that:
1. User can save search with unique name
2. Blank search name validation appears
3. Special character validation works correctly

Expected:
1. New tab saved successfully
2. Validation shown for blank name
3. Validation shown or special chars sanitized
","6758","test_save_search_validations","tests.regression","2026-07-06","failed","2026-07-06","","test_TC_25_save_search_validations","",""
"
Verify only the Customer ID hyperlink navigates to
Customer Details.
","5392","test_customer_id_hyperlink_navigation","tests.regression","2026-07-06","passed","2026-07-06","","test_TC_39","",""
"","6717","test_verify_preferred_node_distance_based_toggle","tests.regression","2026-07-06","failed","2026-07-06","","test_TC_16","",""
