"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Test Case:
TUU-T793 - Saved Search Tab Applies Filters & Updates Table

Objective:
Verify that:
- Clicking a saved search tab applies filters
- Table data updates correctly
- Filter state is reflected in the UI

Expected:
- Filters applied instantly
- Table updates based on saved search criteria
","5946","test_saved_search_tab_applies_filters_updates_table","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_26","",""
"","11550","test_customer_search_all_supported_fields","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_12","",""
"
Verify order number in the list is clickable and opens
the corresponding order detail page.
","9905","test_verify_order_number_hyperlink","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_20","",""
"","17472","test_saved_card_checkout","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_23","",""
"
Verify clicking an order search suggestion navigates
to the correct order detail page.
","7464","test_verify_order_search_suggestion_navigation","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_15","",""
"","37498","test_verify_order_notes_unique_per_order","tests.regression","2026-07-10","broken","2026-07-10","","test_TC_41","",""
"
Test Case:
Tab order is reflected correctly in UI after multiple reorders

Objective:
Verify that:
- Multiple drag-and-drop reorder operations work correctly
- Tab bar always reflects latest logical order
- No tabs disappear or duplicate during reordering

Expected:
- UI order updates correctly after every drag
- All tabs remain visible
- No duplicate/missing tabs
","12239","test_multiple_tab_reorders_reflect_correct_ui_order","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_53_09_multiple_tab_reorders","",""
"
Verify Customer List accessibility through:
1. Sidebar navigation
2. Quick Actions

Verify all mandatory columns are visible and
Customer ID is clickable.
","7165","test_customer_list_accessible_via_sidebar_and_quick_search","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_38","",""
"
Test Case:
TUU-T796 - Save Search – Unique Name / Blank Name / Special Characters

Objective:
Verify that:
1. User can save search with unique name
2. Blank search name validation appears
3. Special character validation works correctly

Expected:
1. New tab saved successfully
2. Validation shown for blank name
3. Validation shown or special chars sanitized
","8877","test_save_search_validations","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_25_save_search_validations","",""
"","41839","test_verify_note_save_with_optional_contact_details","tests.regression","2026-07-10","broken","2026-07-10","","test_TC_43","",""
"
Test Case:
Switching tabs updates breadcrumb
to match the newly active tab

Objective:
Verify that:
- Each tab maintains independent breadcrumb state
- Switching tabs updates breadcrumb immediately
- Breadcrumb matches active tab context

Expected:
- Tab A shows breadcrumb: Home > A
- Tab B shows breadcrumb: Home > B
- Breadcrumb updates correctly on tab switch
","6943","test_breadcrumb_updates_on_tab_switch","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_55_11_breadcrumb_updates_on_tab_switch","",""
"
Verify user can search for a customer and open the
Customer Detail screen.
","15106","test_search_customer_and_open_customer_detail","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_03","",""
"","22244","test_add_new_card_from_change_payment","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_22","",""
"
Verify successful login and default application state.
","5055","test_login_with_valid_credentials","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_01","",""
"
Verify Apply button state changes correctly based on note text.
","9699","test_note_save_button_validation","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_42","",""
"
Verify searching an order by Order ID displays the
correct search result and opens the correct order.
","8604","test_verify_search_order_by_order_id","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_14","",""
"","6527","test_order_detail_view","tests.regression","2026-07-10","failed","2026-07-10","","test_TC_50","",""
"","20048","test_manage_customer_addresses","tests.regression","2026-07-10","failed","2026-07-10","","test_TC_07","",""
"","10550","test_sort_by_date_and_amount","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_36_order_sort_date_amount","",""
"","12372","test_verify_address_suggestion_and_validation","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_08","",""
"","6469","test_multiple_draft_order_tabs","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_54_10_multiple_draft_order_tabs","",""
"","11590","test_filter_clear_and_empty_state","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_45_filter_clear_and_empty_state","",""
"","15360","test_manage_customer_contacts","tests.regression","2026-07-10","failed","2026-07-10","","test_TC_06","",""
"","6614","test_navigate_to_order_list","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_47_order_navigation","",""
"
Verify designated customer fields are read-only.
","7896","test_verify_read_only_fields_customer_detail","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_04","",""
"","19284","test_on_account_checkout","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_21","",""
"","14381","test_global_reset_all_filters","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_35","",""
"","3877","test_close_active_tab_fallback","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_32","",""
"
Test Case:
TUU-T796 - Save Search – Unique Name / Blank Name / Special Characters

Objective:
Verify that:
1. User can save search with unique name
2. Blank search name validation appears
3. Special character validation works correctly

Expected:
1. New tab saved successfully
2. Validation shown for blank name
3. Validation shown or special chars sanitized
","9402","test_save_search_validations","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_24_save_named_search","",""
"","8484","test_filter_icon_presence_and_control","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_33_filter_icon_and_control","",""
"","9989","test_multiple_column_filters_or_logic","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_34_multiple_filters_or_logic","",""
"
Verify route protection and authentication-based
redirection behavior.
","4253","test_auth_route_redirection","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_27_auth_route_redirection","",""
"","19127","test_all_filter_types","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_18_all_filter_types","",""
"","9517","test_global_reset_clears_all_filters","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_40_global_reset_all","",""
"
Test Case:
All tab metadata (tabs, active tab, breadcrumbs)
is fully restored after page refresh

Objective:
Verify that after browser refresh:
- All tabs are restored
- Active tab remains the same
- Breadcrumbs are preserved
- Tab IDs/titles remain intact

Expected:
- Tabs A, B, C restored correctly
- Tab B remains active
- Breadcrumb restored correctly
","8235","test_tab_metadata_restored_after_refresh","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_56_29_tab_metadata_after_refresh","",""
"","37180","test_verify_order_summary","tests.regression","2026-07-10","broken","2026-07-10","","test_TC_49","",""
"","7815","test_verify_customer_search_result_navigation","tests.regression","2026-07-10","passed","2026-07-10","","test_TC_13","",""
