"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7553","test_create_draft_order_opens_new_active_tab","tests.regression","2026-07-09","passed","2026-07-09","TestCreateDraftOrderTabManagement","test_TC_30_create_draft_order_new_tab","",""
"
Verify designated customer fields are read-only.
","8317","test_verify_read_only_fields_customer_detail","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_04","",""
"","10247","test_verify_quick_tasks","tests.regression","2026-07-09","failed","2026-07-09","","test_TC_51","",""
"
Verify order number in the list is clickable and opens
the corresponding order detail page.
","8979","test_verify_order_number_hyperlink","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_20","",""
"","12257","test_verify_grand_total_calculation","tests.regression","2026-07-09","failed","2026-07-09","","test_TC_52","",""
"","12023","test_verify_note_save_with_optional_contact_details","tests.regression","2026-07-09","failed","2026-07-09","","test_TC_43","",""
"
Test Case:
Tab order is reflected correctly in UI after multiple reorders

Objective:
Verify that:
- Multiple drag-and-drop reorder operations work correctly
- Tab bar always reflects latest logical order
- No tabs disappear or duplicate during reordering

Expected:
- UI order updates correctly after every drag
- All tabs remain visible
- No duplicate/missing tabs
","9255","test_multiple_tab_reorders_reflect_correct_ui_order","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_53_09_multiple_tab_reorders","",""
"","9165","test_multiple_column_filters_or_logic","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_34_multiple_filters_or_logic","",""
"","19874","test_manage_customer_addresses","tests.regression","2026-07-09","failed","2026-07-09","","test_TC_07","",""
"","6432","test_navigate_to_order_list","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_47_order_navigation","",""
"","7019","test_verify_customer_search_result_navigation","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_13","",""
"","7568","test_filter_icon_presence_and_control","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_33_filter_icon_and_control","",""
"
Test Case:
TUU-T796 - Save Search – Unique Name / Blank Name / Special Characters

Objective:
Verify that:
1. User can save search with unique name
2. Blank search name validation appears
3. Special character validation works correctly

Expected:
1. New tab saved successfully
2. Validation shown for blank name
3. Validation shown or special chars sanitized
","8796","test_save_search_validations","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_25_save_search_validations","",""
"","10306","test_order_detail_view","tests.regression","2026-07-09","failed","2026-07-09","","test_TC_50","",""
"","13877","test_verify_address_suggestion_and_validation","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_08","",""
"","4605","test_dashboard_layout_navigation","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_28","",""
"","9582","test_sort_by_date_and_amount","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_36_order_sort_date_amount","",""
"
Verify Apply button state changes correctly based on note text.
","10324","test_note_save_button_validation","tests.regression","2026-07-09","failed","2026-07-09","","test_TC_42","",""
"
Verify successful login and default application state.
","4778","test_login_with_valid_credentials","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_01","",""
"
Test Case:
All tab metadata (tabs, active tab, breadcrumbs)
is fully restored after page refresh

Objective:
Verify that after browser refresh:
- All tabs are restored
- Active tab remains the same
- Breadcrumbs are preserved
- Tab IDs/titles remain intact

Expected:
- Tabs A, B, C restored correctly
- Tab B remains active
- Breadcrumb restored correctly
","5883","test_tab_metadata_restored_after_refresh","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_29_tab_metadata_after_refresh","",""
"","11481","test_global_reset_clears_all_filters","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_40_global_reset_all","",""
"
Verify route protection and authentication-based
redirection behavior.
","4479","test_auth_route_redirection","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_27_auth_route_redirection","",""
"","11249","test_customer_search_all_supported_fields","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_12","",""
"","19325","test_saved_card_checkout","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_23","",""
"","6369","test_order_list_accessible_and_renders","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_44_order_list_access","",""
"
Verify Customer List accessibility through:
1. Sidebar navigation
2. Quick Actions

Verify all mandatory columns are visible and
Customer ID is clickable.
","6315","test_customer_list_accessible_via_sidebar_and_quick_search","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_38","",""
"","5137","test_multiple_draft_order_tabs","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_54_10_multiple_draft_order_tabs","",""
"
Test Case:
TUU-T793 - Saved Search Tab Applies Filters & Updates Table

Objective:
Verify that:
- Clicking a saved search tab applies filters
- Table data updates correctly
- Filter state is reflected in the UI

Expected:
- Filters applied instantly
- Table updates based on saved search criteria
","7096","test_saved_search_tab_applies_filters_updates_table","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_26_saved_search_tab_applies_filters_updates_table","",""
"","20620","test_on_account_checkout","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_21","",""
"
Verify clicking an order search suggestion navigates
to the correct order detail page.
","7728","test_verify_order_search_suggestion_navigation","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_15","",""
"","17369","test_pagination_next_previous_behavior","tests.regression","2026-07-09","failed","2026-07-09","","test_TC_37_pagination_navigation","",""
"
Test Case:
TUU-T796 - Save Search – Unique Name / Blank Name / Special Characters

Objective:
Verify that:
1. User can save search with unique name
2. Blank search name validation appears
3. Special character validation works correctly

Expected:
1. New tab saved successfully
2. Validation shown for blank name
3. Validation shown or special chars sanitized
","9577","test_save_search_validations","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_24_save_named_search","",""
"
Verify user can search for a customer and open the
Customer Detail screen.
","15182","test_search_customer_and_open_customer_detail","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_03","",""
"","18563","test_all_filter_types","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_18_all_filter_types","",""
"
Verify clicking an order record displays
order details in the right-hand pane.
","8877","test_verify_order_details_right_pane","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_19","",""
"
Verify user is successfully logged out after clicking Sign out.
","9822","test_signout_successfully","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_02","",""
"","4776","test_multiple_draft_order_tabs","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_31_multiple_draft_order_tabs","",""
"","13078","test_global_reset_all_filters","tests.regression","2026-07-09","passed","2026-07-09","","test_TC_35","",""
